date,horizon,bucket,row_type,fraction_ret_zero,unique_forward_return_values,fraction_unchanged_mid,p_return_gt_0,p_return_lt_0,count
2024-05-01,500ms,4,qi_1_decile,0.785413338889,13133,0.785413338889,0.0794615366808,0.13512512443,86394
2024-05-01,500ms,5,qi_1_decile,0.783339892127,13287,0.783339892127,0.1016921688,0.114967939073,86398
2024-05-01,500ms,6,qi_1_decile,0.77872429079,13467,0.77872429079,0.120556950891,0.100718758319,86399
2024-05-01,500ms,7,qi_1_decile,0.772034398546,13712,0.772034398546,0.146263266936,0.0817023345178,86399
2024-05-01,500ms,8,qi_1_decile,0.751255816107,14935,0.751255816107,0.186809879858,0.0619343040348,86398
2024-05-01,500ms,9,qi_1_decile,0.666929015382,19943,0.666929015382,0.285663028507,0.0474079561106,86399
2024-05-01,500ms,10,qi_1_decile,0.481689390958,29594,0.481689390958,0.483390819232,0.0349197898099,86398
2024-05-01,1s,,daily,0.562771419576,151751,0.562771419576,0.221531616619,0.215696963805,863976
2024-05-01,1s,1,qi_1_decile,0.361647704256,33338,0.361647704256,0.0692021898402,0.569150105904,86399
2024-05-01,1s,2,qi_1_decile,0.549890623734,23135,0.549890623734,0.0886352851306,0.361474091135,86399
2024-05-01,1s,3,qi_1_decile,0.624435750828,18619,0.624435750828,0.112884557513,0.26267969166,86398
2024-05-01,1s,4,qi_1_decile,0.661426802023,16773,0.661426802023,0.132829411152,0.205743786825,86389
