date,model,mode,latency_ms,fee_scenario,gross_pnl,maker_fees,taker_fees,total_fees,net_pnl,fee_burden_fraction_of_gross_pnl
2024-07-01,qi_direct_baseline,market,50,market_10_00bps,5374.277072860903,0.0,142876.21001564182,142876.21001564182,-137501.9329427809,26.5851961256594
2024-07-01,lightgbm_extended,passive,0,P0,-3630.264330080594,0.0,0.0,0.0,-3630.264330080594,
2024-07-01,lightgbm_extended,passive,0,P1,-3630.264330080594,-243.33029992646073,0.0,-243.33029992646073,-3386.9340301541333,
2024-07-01,lightgbm_extended,passive,0,P2,-3630.264330080594,0.0,0.0,0.0,-3630.264330080594,
2024-07-01,lightgbm_extended,passive,0,P3,-3630.264330080594,0.0,0.0,0.0,-3630.264330080594,
2024-07-01,lightgbm_extended,passive,0,P4,-3630.264330080594,121.66514996323036,0.0,121.66514996323036,-3751.9294800438242,
2024-07-01,lightgbm_extended,passive,0,P5,-3630.264330080594,243.33029992646073,0.0,243.33029992646073,-3873.5946300070545,
2024-07-01,lightgbm_extended,passive,0,P6,-3630.264330080594,486.66059985292145,0.0,486.66059985292145,-4116.924929933515,
2024-07-01,lightgbm_extended,passive,10,P0,-3344.955215478898,0.0,0.0,0.0,-3344.955215478898,
2024-07-01,lightgbm_extended,passive,10,P1,-3344.955215478898,-242.1919600729098,0.0,-242.1919600729098,-3102.7632554059883,
2024-07-01,lightgbm_extended,passive,10,P2,-3344.955215478898,0.0,0.0,0.0,-3344.955215478898,
2024-07-01,lightgbm_extended,passive,10,P3,-3344.955215478898,0.0,0.0,0.0,-3344.955215478898,
2024-07-01,lightgbm_extended,passive,10,P4,-3344.955215478898,121.0959800364549,0.0,121.0959800364549,-3466.051195515353,
2024-07-01,lightgbm_extended,passive,10,P5,-3344.955215478898,242.1919600729098,0.0,242.1919600729098,-3587.147175551808,
2024-07-01,lightgbm_extended,passive,10,P6,-3344.955215478898,484.3839201458196,0.0,484.3839201458196,-3829.3391356247175,
2024-07-01,lightgbm_extended,passive,100,P0,-2571.828693028423,0.0,0.0,0.0,-2571.828693028423,
2024-07-01,lightgbm_extended,passive,100,P1,-2571.828693028423,-258.7090881492267,53.00019281188559,-205.70889533734112,-2366.1197976910817,
2024-07-01,lightgbm_extended,passive,100,P2,-2571.828693028423,0.0,53.00019281188559,53.00019281188559,-2624.8288858403084,
2024-07-01,lightgbm_extended,passive,100,P3,-2571.828693028423,0.0,106.00038562377118,106.00038562377118,-2677.8290786521943,
2024-07-01,lightgbm_extended,passive,100,P4,-2571.828693028423,129.35454407461336,106.00038562377118,235.35492969838452,-2807.1836227268077,
2024-07-01,lightgbm_extended,passive,100,P5,-2571.828693028423,258.7090881492267,212.00077124754236,470.70985939676905,-3042.538552425192,
2024-07-01,lightgbm_extended,passive,100,P6,-2571.828693028423,517.4181762984534,530.0019281188559,1047.4201044173092,-3619.248797445732,
2024-07-01,lightgbm_extended,passive,250,P0,-3440.298609503545,0.0,0.0,0.0,-3440.298609503545,
2024-07-01,lightgbm_extended,passive,250,P1,-3440.298609503545,-238.8125042730702,148.4998280384956,-90.31267623457461,-3349.9859332689703,
2024-07-01,lightgbm_extended,passive,250,P2,-3440.298609503545,0.0,148.4998280384956,148.4998280384956,-3588.7984375420406,
2024-07-01,lightgbm_extended,passive,250,P3,-3440.298609503545,0.0,296.9996560769912,296.9996560769912,-3737.2982655805363,
2024-07-01,lightgbm_extended,passive,250,P4,-3440.298609503545,119.4062521365351,296.9996560769912,416.4059082135263,-3856.704517717071,
2024-07-01,lightgbm_extended,passive,250,P5,-3440.298609503545,238.8125042730702,593.9993121539824,832.8118164270526,-4273.110425930598,
2024-07-01,lightgbm_extended,passive,250,P6,-3440.298609503545,477.6250085461404,1484.998280384956,1962.6232889310963,-5402.921898434641,
2024-07-01,lightgbm_extended,passive,50,P0,-3349.823029478779,0.0,0.0,0.0,-3349.823029478779,
2024-07-01,lightgbm_extended,passive,50,P1,-3349.823029478779,-241.16838440211657,0.0,-241.16838440211657,-3108.6546450766623,
2024-07-01,lightgbm_extended,passive,50,P2,-3349.823029478779,0.0,0.0,0.0,-3349.823029478779,
2024-07-01,lightgbm_extended,passive,50,P3,-3349.823029478779,0.0,0.0,0.0,-3349.823029478779,
2024-07-01,lightgbm_extended,passive,50,P4,-3349.823029478779,120.58419220105829,0.0,120.58419220105829,-3470.407221679837,
2024-07-01,lightgbm_extended,passive,50,P5,-3349.823029478779,241.16838440211657,0.0,241.16838440211657,-3590.991413880896,
2024-07-01,lightgbm_extended,passive,50,P6,-3349.823029478779,482.33676880423315,0.0,482.33676880423315,-3832.159798283012,
2024-07-01,lightgbm_qi_ofi,passive,0,P0,-3080.5074360552244,0.0,0.0,0.0,-3080.5074360552244,
2024-07-01,lightgbm_qi_ofi,passive,0,P1,-3080.5074360552244,-306.25948959820596,0.0,-306.25948959820596,-2774.2479464570183,
2024-07-01,lightgbm_qi_ofi,passive,0,P2,-3080.5074360552244,0.0,0.0,0.0,-3080.5074360552244,
2024-07-01,lightgbm_qi_ofi,passive,0,P3,-3080.5074360552244,0.0,0.0,0.0,-3080.5074360552244,
2024-07-01,lightgbm_qi_ofi,passive,0,P4,-3080.5074360552244,153.12974479910298,0.0,153.12974479910298,-3233.637180854327,
2024-07-01,lightgbm_qi_ofi,passive,0,P5,-3080.5074360552244,306.25948959820596,0.0,306.25948959820596,-3386.7669256534305,
2024-07-01,lightgbm_qi_ofi,passive,0,P6,-3080.5074360552244,612.5189791964119,0.0,612.5189791964119,-3693.0264152516365,
2024-07-01,lightgbm_qi_ofi,passive,10,P0,-2741.6763699511066,0.0,0.0,0.0,-2741.6763699511066,
2024-07-01,lightgbm_qi_ofi,passive,10,P1,-2741.6763699511066,-303.72486888775427,0.0,-303.72486888775427,-2437.951501063352,
2024-07-01,lightgbm_qi_ofi,passive,10,P2,-2741.6763699511066,0.0,0.0,0.0,-2741.6763699511066,
2024-07-01,lightgbm_qi_ofi,passive,10,P3,-2741.6763699511066,0.0,0.0,0.0,-2741.6763699511066,
2024-07-01,lightgbm_qi_ofi,passive,10,P4,-2741.6763699511066,151.86243444387713,0.0,151.86243444387713,-2893.538804394984,
2024-07-01,lightgbm_qi_ofi,passive,10,P5,-2741.6763699511066,303.72486888775427,0.0,303.72486888775427,-3045.401238838861,
2024-07-01,lightgbm_qi_ofi,passive,10,P6,-2741.6763699511066,607.4497377755085,0.0,607.4497377755085,-3349.1261077266154,
2024-07-01,lightgbm_qi_ofi,passive,100,P0,-2178.263225474686,0.0,0.0,0.0,-2178.263225474686,
2024-07-01,lightgbm_qi_ofi,passive,100,P1,-2178.263225474686,-308.3640941525871,93.23139103778405,-215.13270311480304,-1963.130522359883,
2024-07-01,lightgbm_qi_ofi,passive,100,P2,-2178.263225474686,0.0,93.23139103778405,93.23139103778405,-2271.4946165124697,
2024-07-01,lightgbm_qi_ofi,passive,100,P3,-2178.263225474686,0.0,186.4627820755681,186.4627820755681,-2364.726007550254,
2024-07-01,lightgbm_qi_ofi,passive,100,P4,-2178.263225474686,154.18204707629354,186.4627820755681,340.64482915186164,-2518.9080546265477,
2024-07-01,lightgbm_qi_ofi,passive,100,P5,-2178.263225474686,308.3640941525871,372.9255641511362,681.2896583037233,-2859.552883778409,
2024-07-01,lightgbm_qi_ofi,passive,100,P6,-2178.263225474686,616.7281883051742,932.3139103778406,1549.0420986830147,-3727.305324157701,
2024-07-01,lightgbm_qi_ofi,passive,250,P0,-2348.992528170522,0.0,0.0,0.0,-2348.992528170522,
2024-07-01,lightgbm_qi_ofi,passive,250,P1,-2348.992528170522,-282.5140715570912,197.65834779970248,-84.85572375738872,-2264.136804413133,
2024-07-01,lightgbm_qi_ofi,passive,250,P2,-2348.992528170522,0.0,197.65834779970248,197.65834779970248,-2546.650875970224,
2024-07-01,lightgbm_qi_ofi,passive,250,P3,-2348.992528170522,0.0,395.31669559940497,395.31669559940497,-2744.3092237699266,
2024-07-01,lightgbm_qi_ofi,passive,250,P4,-2348.992528170522,141.2570357785456,395.31669559940497,536.5737313779506,-2885.5662595484723,
2024-07-01,lightgbm_qi_ofi,passive,250,P5,-2348.992528170522,282.5140715570912,790.6333911988099,1073.1474627559012,-3422.139990926423,
2024-07-01,lightgbm_qi_ofi,passive,250,P6,-2348.992528170522,565.0281431141824,1976.5834779970248,2541.611621111207,-4890.604149281729,
2024-07-01,lightgbm_qi_ofi,passive,50,P0,-2788.000988913991,0.0,0.0,0.0,-2788.000988913991,
2024-07-01,lightgbm_qi_ofi,passive,50,P1,-2788.000988913991,-300.78428116964267,0.0,-300.78428116964267,-2487.2167077443482,
2024-07-01,lightgbm_qi_ofi,passive,50,P2,-2788.000988913991,0.0,0.0,0.0,-2788.000988913991,
2024-07-01,lightgbm_qi_ofi,passive,50,P3,-2788.000988913991,0.0,0.0,0.0,-2788.000988913991,
2024-07-01,lightgbm_qi_ofi,passive,50,P4,-2788.000988913991,150.39214058482133,0.0,150.39214058482133,-2938.3931294988124,
2024-07-01,lightgbm_qi_ofi,passive,50,P5,-2788.000988913991,300.78428116964267,0.0,300.78428116964267,-3088.785270083634,
2024-07-01,lightgbm_qi_ofi,passive,50,P6,-2788.000988913991,601.5685623392853,0.0,601.5685623392853,-3389.5695512532766,
2024-07-01,qi_direct_baseline,passive,0,P0,-1035.9125899009377,0.0,0.0,0.0,-1035.9125899009377,
2024-07-01,qi_direct_baseline,passive,0,P1,-1035.9125899009377,-93.97683194270655,0.0,-93.97683194270655,-941.9357579582312,
2024-07-01,qi_direct_baseline,passive,0,P2,-1035.9125899009377,0.0,0.0,0.0,-1035.9125899009377,
